"","X","word","sentiment"
"7633",7633,"limited","negative"
"7634",7634,"limited","sadness"
"7635",7635,"limp","negative"
"7636",7636,"lines","fear"
"7637",7637,"linger","anticipation"
"7638",7638,"linguist","positive"
"7639",7639,"linguist","trust"
"7640",7640,"lint","negative"
"7641",7641,"lion","fear"
"7642",7642,"lion","positive"
"7643",7643,"liquor","anger"
"7644",7644,"liquor","joy"
"7645",7645,"liquor","negative"
"7646",7646,"liquor","sadness"
"7647",7647,"listless","negative"
"7648",7648,"listless","sadness"
"7649",7649,"lithe","positive"
"7650",7650,"litigant","negative"
"7651",7651,"litigate","anger"
"7652",7652,"litigate","anticipation"
"7653",7653,"litigate","disgust"
"7654",7654,"litigate","fear"
"7655",7655,"litigate","negative"
"7656",7656,"litigate","sadness"
"7657",7657,"litigation","negative"
"7658",7658,"litigious","anger"
"7659",7659,"litigious","disgust"
"7660",7660,"litigious","negative"
"7661",7661,"litter","negative"
"7662",7662,"livid","anger"
"7663",7663,"livid","disgust"
"7664",7664,"livid","negative"
"7665",7665,"loaf","negative"
"7666",7666,"loafer","negative"
"7667",7667,"loath","anger"
"7668",7668,"loath","negative"
"7669",7669,"loathe","anger"
"7670",7670,"loathe","disgust"
"7671",7671,"loathe","negative"
"7672",7672,"loathing","disgust"
"7673",7673,"loathing","negative"
"7674",7674,"loathsome","anger"
"7675",7675,"loathsome","disgust"
"7676",7676,"loathsome","negative"
"7677",7677,"lobbyist","negative"
"7678",7678,"localize","anticipation"
"7679",7679,"lockup","fear"
"7680",7680,"lockup","negative"
"7681",7681,"lockup","sadness"
"7682",7682,"locust","fear"
"7683",7683,"locust","negative"
"7684",7684,"lodging","trust"
"7685",7685,"lofty","negative"
"7686",7686,"logical","positive"
"7687",7687,"lone","sadness"
"7688",7688,"loneliness","fear"
"7689",7689,"loneliness","negative"
"7690",7690,"loneliness","sadness"
"7691",7691,"lonely","anger"
"7692",7692,"lonely","disgust"
"7693",7693,"lonely","fear"
"7694",7694,"lonely","negative"
"7695",7695,"lonely","sadness"
"7696",7696,"lonesome","negative"
"7697",7697,"lonesome","sadness"
"7698",7698,"long","anticipation"
"7699",7699,"longevity","positive"
"7700",7700,"longing","anticipation"
"7701",7701,"longing","sadness"
"7702",7702,"loo","disgust"
"7703",7703,"loo","negative"
"7704",7704,"loom","anticipation"
"7705",7705,"loom","fear"
"7706",7706,"loom","negative"
"7707",7707,"loon","disgust"
"7708",7708,"loon","negative"
"7709",7709,"loony","negative"
"7710",7710,"loot","negative"
"7711",7711,"lord","disgust"
"7712",7712,"lord","negative"
"7713",7713,"lord","positive"
"7714",7714,"lord","trust"
"7715",7715,"lordship","positive"
"7716",7716,"lose","anger"
"7717",7717,"lose","disgust"
"7718",7718,"lose","fear"
"7719",7719,"lose","negative"
"7720",7720,"lose","sadness"
"7721",7721,"lose","surprise"
"7722",7722,"losing","anger"
"7723",7723,"losing","negative"
"7724",7724,"losing","sadness"
"7725",7725,"loss","anger"
"7726",7726,"loss","fear"
"7727",7727,"loss","negative"
"7728",7728,"loss","sadness"
"7729",7729,"lost","negative"
"7730",7730,"lost","sadness"
"7731",7731,"lottery","anticipation"
"7732",7732,"loudness","anger"
"7733",7733,"loudness","negative"
"7734",7734,"lounge","negative"
"7735",7735,"louse","disgust"
"7736",7736,"louse","negative"
"7737",7737,"lovable","joy"
"7738",7738,"lovable","positive"
"7739",7739,"lovable","trust"
"7740",7740,"love","joy"
"7741",7741,"love","positive"
"7742",7742,"lovely","anticipation"
"7743",7743,"lovely","joy"
"7744",7744,"lovely","positive"
"7745",7745,"lovely","sadness"
"7746",7746,"lovely","surprise"
"7747",7747,"lovely","trust"
"7748",7748,"lovemaking","joy"
"7749",7749,"lovemaking","positive"
"7750",7750,"lovemaking","trust"
"7751",7751,"lover","anticipation"
"7752",7752,"lover","joy"
"7753",7753,"lover","positive"
"7754",7754,"lover","trust"
"7755",7755,"loving","joy"
"7756",7756,"loving","positive"
"7757",7757,"loving","trust"
"7758",7758,"lower","negative"
"7759",7759,"lower","sadness"
"7760",7760,"lowering","negative"
"7761",7761,"lowest","negative"
"7762",7762,"lowest","sadness"
"7763",7763,"lowlands","negative"
"7764",7764,"lowly","negative"
"7765",7765,"lowly","sadness"
"7766",7766,"loyal","fear"
"7767",7767,"loyal","joy"
"7768",7768,"loyal","positive"
"7769",7769,"loyal","surprise"
"7770",7770,"loyal","trust"
"7771",7771,"loyalty","positive"
"7772",7772,"loyalty","trust"
"7773",7773,"luck","anticipation"
"7774",7774,"luck","joy"
"7775",7775,"luck","positive"
"7776",7776,"luck","surprise"
"7777",7777,"lucky","joy"
"7778",7778,"lucky","positive"
"7779",7779,"lucky","surprise"
"7780",7780,"ludicrous","negative"
"7781",7781,"lull","anticipation"
"7782",7782,"lumbering","negative"
"7783",7783,"lump","negative"
"7784",7784,"lumpy","disgust"
"7785",7785,"lumpy","negative"
"7786",7786,"lunacy","anger"
"7787",7787,"lunacy","disgust"
"7788",7788,"lunacy","fear"
"7789",7789,"lunacy","negative"
"7790",7790,"lunacy","sadness"
"7791",7791,"lunatic","anger"
"7792",7792,"lunatic","disgust"
"7793",7793,"lunatic","fear"
"7794",7794,"lunatic","negative"
"7795",7795,"lunge","surprise"
"7796",7796,"lurch","negative"
"7797",7797,"lure","negative"
"7798",7798,"lurid","disgust"
"7799",7799,"lurid","negative"
"7800",7800,"lurk","negative"
"7801",7801,"lurking","negative"
"7802",7802,"luscious","anticipation"
"7803",7803,"luscious","joy"
"7804",7804,"luscious","positive"
"7805",7805,"lush","disgust"
"7806",7806,"lush","negative"
"7807",7807,"lush","sadness"
"7808",7808,"lust","anticipation"
"7809",7809,"lust","negative"
"7810",7810,"luster","joy"
"7811",7811,"luster","positive"
"7812",7812,"lustful","negative"
"7813",7813,"lustrous","positive"
"7814",7814,"lusty","disgust"
"7815",7815,"luxuriant","positive"
"7816",7816,"luxurious","joy"
"7817",7817,"luxurious","positive"
"7818",7818,"luxury","joy"
"7819",7819,"luxury","positive"
"7820",7820,"lying","anger"
"7821",7821,"lying","disgust"
"7822",7822,"lying","negative"
"7823",7823,"lynch","anger"
"7824",7824,"lynch","disgust"
"7825",7825,"lynch","fear"
"7826",7826,"lynch","negative"
"7827",7827,"lynch","sadness"
"7828",7828,"lyre","joy"
"7829",7829,"lyre","positive"
"7830",7830,"lyrical","joy"
"7831",7831,"lyrical","positive"
"7832",7832,"mace","fear"
"7833",7833,"mace","negative"
"7834",7834,"machine","trust"
"7835",7835,"mad","anger"
"7836",7836,"mad","disgust"
"7837",7837,"mad","fear"
"7838",7838,"mad","negative"
"7839",7839,"mad","sadness"
"7840",7840,"madden","anger"
"7841",7841,"madden","fear"
"7842",7842,"madden","negative"
"7843",7843,"madman","anger"
"7844",7844,"madman","fear"
"7845",7845,"madman","negative"
"7846",7846,"madness","anger"
"7847",7847,"madness","fear"
"7848",7848,"madness","negative"
"7849",7849,"mafia","fear"
"7850",7850,"mafia","negative"
"7851",7851,"mage","fear"
"7852",7852,"maggot","disgust"
"7853",7853,"maggot","negative"
"7854",7854,"magical","anticipation"
"7855",7855,"magical","joy"
"7856",7856,"magical","positive"
"7857",7857,"magical","surprise"
"7858",7858,"magician","surprise"
"7859",7859,"magnet","positive"
"7860",7860,"magnet","trust"
"7861",7861,"magnetism","positive"
"7862",7862,"magnetite","positive"
"7863",7863,"magnificence","anticipation"
"7864",7864,"magnificence","joy"
"7865",7865,"magnificence","positive"
"7866",7866,"magnificence","trust"
"7867",7867,"magnificent","anticipation"
"7868",7868,"magnificent","joy"
"7869",7869,"magnificent","positive"
"7870",7870,"magnificent","surprise"
"7871",7871,"magnificent","trust"
"7872",7872,"maiden","positive"
"7873",7873,"mail","anticipation"
"7874",7874,"main","positive"
"7875",7875,"mainstay","positive"
"7876",7876,"mainstay","trust"
"7877",7877,"maintenance","trust"
"7878",7878,"majestic","anticipation"
"7879",7879,"majestic","joy"
"7880",7880,"majestic","positive"
"7881",7881,"majestic","surprise"
"7882",7882,"majestic","trust"
"7883",7883,"majesty","positive"
"7884",7884,"majesty","trust"
"7885",7885,"major","positive"
"7886",7886,"majority","joy"
"7887",7887,"majority","positive"
"7888",7888,"majority","trust"
"7889",7889,"makeshift","negative"
"7890",7890,"malady","negative"
"7891",7891,"malaise","negative"
"7892",7892,"malaise","sadness"
"7893",7893,"malaria","disgust"
"7894",7894,"malaria","fear"
"7895",7895,"malaria","negative"
"7896",7896,"malaria","sadness"
"7897",7897,"malevolent","anger"
"7898",7898,"malevolent","disgust"
"7899",7899,"malevolent","fear"
"7900",7900,"malevolent","negative"
"7901",7901,"malevolent","sadness"
"7902",7902,"malfeasance","disgust"
"7903",7903,"malfeasance","negative"
"7904",7904,"malformation","negative"
"7905",7905,"malice","anger"
"7906",7906,"malice","fear"
"7907",7907,"malice","negative"
"7908",7908,"malicious","anger"
"7909",7909,"malicious","disgust"
"7910",7910,"malicious","fear"
"7911",7911,"malicious","negative"
"7912",7912,"malicious","sadness"
"7913",7913,"malign","anger"
"7914",7914,"malign","disgust"
"7915",7915,"malign","negative"
"7916",7916,"malignancy","fear"
"7917",7917,"malignancy","negative"
"7918",7918,"malignancy","sadness"
"7919",7919,"malignant","anger"
"7920",7920,"malignant","fear"
"7921",7921,"malignant","negative"
"7922",7922,"malpractice","anger"
"7923",7923,"malpractice","negative"
"7924",7924,"mamma","trust"
"7925",7925,"manage","positive"
"7926",7926,"manage","trust"
"7927",7927,"management","positive"
"7928",7928,"management","trust"
"7929",7929,"mandamus","fear"
"7930",7930,"mandamus","negative"
"7931",7931,"mandarin","positive"
"7932",7932,"mandarin","trust"
"7933",7933,"mange","disgust"
"7934",7934,"mange","fear"
"7935",7935,"mange","negative"
"7936",7936,"mangle","anger"
"7937",7937,"mangle","disgust"
"7938",7938,"mangle","fear"
"7939",7939,"mangle","negative"
"7940",7940,"mangle","sadness"
"7941",7941,"manhood","positive"
"7942",7942,"mania","negative"
"7943",7943,"maniac","anger"
"7944",7944,"maniac","fear"
"7945",7945,"maniac","negative"
"7946",7946,"maniacal","negative"
"7947",7947,"manifestation","fear"
"7948",7948,"manifested","positive"
"7949",7949,"manipulate","negative"
"7950",7950,"manipulation","anger"
"7951",7951,"manipulation","fear"
"7952",7952,"manipulation","negative"
"7953",7953,"manly","positive"
"7954",7954,"manna","positive"
"7955",7955,"mannered","positive"
"7956",7956,"manners","positive"
"7957",7957,"manslaughter","anger"
"7958",7958,"manslaughter","disgust"
"7959",7959,"manslaughter","fear"
"7960",7960,"manslaughter","negative"
"7961",7961,"manslaughter","sadness"
"7962",7962,"manslaughter","surprise"
"7963",7963,"manual","trust"
"7964",7964,"manufacturer","positive"
"7965",7965,"manure","disgust"
"7966",7966,"manure","negative"
"7967",7967,"mar","negative"
"7968",7968,"march","positive"
"7969",7969,"margin","negative"
"7970",7970,"margin","sadness"
"7971",7971,"marine","trust"
"7972",7972,"marked","positive"
"7973",7973,"marketable","positive"
"7974",7974,"maroon","negative"
"7975",7975,"marquis","positive"
"7976",7976,"marriage","anticipation"
"7977",7977,"marriage","joy"
"7978",7978,"marriage","positive"
"7979",7979,"marriage","trust"
"7980",7980,"marrow","joy"
"7981",7981,"marrow","positive"
"7982",7982,"marrow","trust"
"7983",7983,"marry","anticipation"
"7984",7984,"marry","fear"
"7985",7985,"marry","joy"
"7986",7986,"marry","positive"
"7987",7987,"marry","surprise"
"7988",7988,"marry","trust"
"7989",7989,"marshal","positive"
"7990",7990,"marshal","trust"
"7991",7991,"martial","anger"
"7992",7992,"martingale","negative"
"7993",7993,"martyr","fear"
"7994",7994,"martyr","negative"
"7995",7995,"martyr","sadness"
"7996",7996,"martyrdom","fear"
"7997",7997,"martyrdom","negative"
"7998",7998,"martyrdom","sadness"
"7999",7999,"marvel","positive"
"8000",8000,"marvel","surprise"
"8001",8001,"marvelous","joy"
"8002",8002,"marvelous","positive"
"8003",8003,"marvelously","joy"
"8004",8004,"marvelously","positive"
"8005",8005,"masculine","positive"
"8006",8006,"masochism","anger"
"8007",8007,"masochism","disgust"
"8008",8008,"masochism","fear"
"8009",8009,"masochism","negative"
"8010",8010,"massacre","anger"
"8011",8011,"massacre","disgust"
"8012",8012,"massacre","fear"
"8013",8013,"massacre","negative"
"8014",8014,"massacre","sadness"
"8015",8015,"massage","joy"
"8016",8016,"massage","positive"
"8017",8017,"master","positive"
"8018",8018,"masterpiece","joy"
"8019",8019,"masterpiece","positive"
"8020",8020,"mastery","anger"
"8021",8021,"mastery","joy"
"8022",8022,"mastery","positive"
"8023",8023,"mastery","trust"
"8024",8024,"matchmaker","anticipation"
"8025",8025,"mate","positive"
"8026",8026,"mate","trust"
"8027",8027,"materialism","negative"
"8028",8028,"materialist","disgust"
"8029",8029,"materialist","negative"
"8030",8030,"maternal","anticipation"
"8031",8031,"maternal","negative"
"8032",8032,"maternal","positive"
"8033",8033,"mathematical","trust"
"8034",8034,"matrimony","anticipation"
"8035",8035,"matrimony","joy"
"8036",8036,"matrimony","positive"
"8037",8037,"matrimony","trust"
"8038",8038,"matron","positive"
"8039",8039,"matron","trust"
"8040",8040,"mausoleum","sadness"
"8041",8041,"maxim","trust"
"8042",8042,"maximum","positive"
"8043",8043,"mayor","positive"
"8044",8044,"meadow","positive"
"8045",8045,"meandering","negative"
"8046",8046,"meaningless","negative"
"8047",8047,"meaningless","sadness"
"8048",8048,"measles","disgust"
"8049",8049,"measles","fear"
"8050",8050,"measles","negative"
"8051",8051,"measles","sadness"
"8052",8052,"measure","trust"
"8053",8053,"measured","positive"
"8054",8054,"measured","trust"
"8055",8055,"medal","anticipation"
"8056",8056,"medal","joy"
"8057",8057,"medal","positive"
"8058",8058,"medal","surprise"
"8059",8059,"medal","trust"
"8060",8060,"meddle","anger"
"8061",8061,"meddle","negative"
"8062",8062,"mediate","anticipation"
"8063",8063,"mediate","positive"
"8064",8064,"mediate","trust"
"8065",8065,"mediation","positive"
"8066",8066,"mediator","anticipation"
"8067",8067,"mediator","positive"
"8068",8068,"mediator","trust"
"8069",8069,"medical","anticipation"
"8070",8070,"medical","fear"
"8071",8071,"medical","positive"
"8072",8072,"medical","trust"
"8073",8073,"mediocre","negative"
"8074",8074,"mediocrity","negative"
"8075",8075,"meditate","anticipation"
"8076",8076,"meditate","joy"
"8077",8077,"meditate","positive"
"8078",8078,"meditate","trust"
"8079",8079,"mediterranean","positive"
"8080",8080,"medley","positive"
"8081",8081,"meek","sadness"
"8082",8082,"melancholic","negative"
"8083",8083,"melancholic","sadness"
"8084",8084,"melancholy","negative"
"8085",8085,"melancholy","sadness"
"8086",8086,"melee","fear"
"8087",8087,"melee","negative"
"8088",8088,"melodrama","anger"
"8089",8089,"melodrama","negative"
"8090",8090,"melodrama","sadness"
"8091",8091,"meltdown","negative"
"8092",8092,"meltdown","sadness"
"8093",8093,"memento","positive"
"8094",8094,"memorable","joy"
"8095",8095,"memorable","positive"
"8096",8096,"memorable","surprise"
"8097",8097,"memorable","trust"
"8098",8098,"memorials","sadness"
"8099",8099,"menace","anger"
"8100",8100,"menace","fear"
"8101",8101,"menace","negative"
"8102",8102,"menacing","anger"
"8103",8103,"menacing","fear"
"8104",8104,"menacing","negative"
"8105",8105,"mending","positive"
"8106",8106,"menial","negative"
"8107",8107,"menses","positive"
"8108",8108,"mentor","positive"
"8109",8109,"mentor","trust"
"8110",8110,"mercenary","fear"
"8111",8111,"mercenary","negative"
"8112",8112,"merchant","trust"
"8113",8113,"merciful","positive"
"8114",8114,"merciless","fear"
"8115",8115,"merciless","negative"
"8116",8116,"mercy","positive"
"8117",8117,"merge","anticipation"
"8118",8118,"merge","positive"
"8119",8119,"merit","positive"
"8120",8120,"merit","trust"
"8121",8121,"meritorious","joy"
"8122",8122,"meritorious","positive"
"8123",8123,"meritorious","trust"
"8124",8124,"merriment","joy"
"8125",8125,"merriment","positive"
"8126",8126,"merriment","surprise"
"8127",8127,"merry","joy"
"8128",8128,"merry","positive"
"8129",8129,"mess","disgust"
"8130",8130,"mess","negative"
"8131",8131,"messenger","trust"
"8132",8132,"messy","disgust"
"8133",8133,"messy","negative"
"8134",8134,"metastasis","negative"
"8135",8135,"methanol","negative"
"8136",8136,"metropolitan","positive"
"8137",8137,"mettle","positive"
"8138",8138,"microscope","trust"
"8139",8139,"microscopy","positive"
"8140",8140,"midwife","anticipation"
"8141",8141,"midwife","joy"
"8142",8142,"midwife","negative"
"8143",8143,"midwife","positive"
"8144",8144,"midwife","trust"
"8145",8145,"midwifery","positive"
"8146",8146,"mighty","anger"
"8147",8147,"mighty","fear"
"8148",8148,"mighty","joy"
"8149",8149,"mighty","positive"
"8150",8150,"mighty","trust"
"8151",8151,"mildew","disgust"
"8152",8152,"mildew","negative"
"8153",8153,"military","fear"
"8154",8154,"militia","anger"
"8155",8155,"militia","fear"
"8156",8156,"militia","negative"
"8157",8157,"militia","sadness"
"8158",8158,"mill","anticipation"
"8159",8159,"mime","positive"
"8160",8160,"mimicry","negative"
"8161",8161,"mimicry","surprise"
"8162",8162,"mindful","positive"
"8163",8163,"mindfulness","positive"
"8164",8164,"minimize","negative"
"8165",8165,"minimum","negative"
"8166",8166,"ministry","joy"
"8167",8167,"ministry","positive"
"8168",8168,"ministry","trust"
"8169",8169,"minority","negative"
"8170",8170,"miracle","anticipation"
"8171",8171,"miracle","joy"
"8172",8172,"miracle","positive"
"8173",8173,"miracle","surprise"
"8174",8174,"miracle","trust"
"8175",8175,"miraculous","joy"
"8176",8176,"miraculous","positive"
"8177",8177,"miraculous","surprise"
"8178",8178,"mire","disgust"
"8179",8179,"mire","negative"
"8180",8180,"mirth","joy"
"8181",8181,"mirth","positive"
"8182",8182,"misbehavior","anger"
"8183",8183,"misbehavior","disgust"
"8184",8184,"misbehavior","negative"
"8185",8185,"misbehavior","surprise"
"8186",8186,"miscarriage","fear"
"8187",8187,"miscarriage","negative"
"8188",8188,"miscarriage","sadness"
"8189",8189,"mischief","negative"
"8190",8190,"mischievous","negative"
"8191",8191,"misconception","anger"
"8192",8192,"misconception","disgust"
"8193",8193,"misconception","fear"
"8194",8194,"misconception","negative"
"8195",8195,"misconduct","disgust"
"8196",8196,"misconduct","negative"
"8197",8197,"miserable","anger"
"8198",8198,"miserable","disgust"
"8199",8199,"miserable","negative"
"8200",8200,"miserable","sadness"
"8201",8201,"miserably","negative"
"8202",8202,"miserably","sadness"
"8203",8203,"misery","anger"
"8204",8204,"misery","disgust"
"8205",8205,"misery","fear"
"8206",8206,"misery","negative"
"8207",8207,"misery","sadness"
"8208",8208,"misfortune","fear"
"8209",8209,"misfortune","negative"
"8210",8210,"misfortune","sadness"
"8211",8211,"misguided","disgust"
"8212",8212,"misguided","negative"
"8213",8213,"mishap","disgust"
"8214",8214,"mishap","fear"
"8215",8215,"mishap","negative"
"8216",8216,"mishap","sadness"
"8217",8217,"mishap","surprise"
"8218",8218,"misinterpretation","negative"
"8219",8219,"mislead","anger"
"8220",8220,"mislead","fear"
"8221",8221,"mislead","negative"
"8222",8222,"mislead","trust"
"8223",8223,"misleading","anger"
"8224",8224,"misleading","disgust"
"8225",8225,"misleading","negative"
"8226",8226,"mismanagement","negative"
"8227",8227,"mismatch","negative"
"8228",8228,"misnomer","negative"
"8229",8229,"misplace","anger"
"8230",8230,"misplace","disgust"
"8231",8231,"misplace","negative"
"8232",8232,"misplaced","negative"
"8233",8233,"misrepresent","negative"
"8234",8234,"misrepresentation","negative"
"8235",8235,"misrepresentation","sadness"
"8236",8236,"misrepresented","anger"
"8237",8237,"misrepresented","negative"
"8238",8238,"missile","fear"
"8239",8239,"missing","fear"
"8240",8240,"missing","negative"
"8241",8241,"missing","sadness"
"8242",8242,"missionary","positive"
"8243",8243,"misstatement","anger"
"8244",8244,"misstatement","disgust"
"8245",8245,"misstatement","negative"
"8246",8246,"mistake","negative"
"8247",8247,"mistake","sadness"
"8248",8248,"mistaken","fear"
"8249",8249,"mistaken","negative"
"8250",8250,"mistress","anger"
"8251",8251,"mistress","disgust"
"8252",8252,"mistress","negative"
"8253",8253,"mistrust","disgust"
"8254",8254,"mistrust","fear"
"8255",8255,"mistrust","negative"
"8256",8256,"misunderstand","negative"
"8257",8257,"misunderstanding","anger"
"8258",8258,"misunderstanding","negative"
"8259",8259,"misunderstanding","sadness"
"8260",8260,"misuse","negative"
"8261",8261,"mite","disgust"
"8262",8262,"mite","negative"
"8263",8263,"moan","fear"
"8264",8264,"moan","sadness"
"8265",8265,"moat","trust"
"8266",8266,"mob","anger"
"8267",8267,"mob","fear"
"8268",8268,"mob","negative"
"8269",8269,"mobile","anticipation"
"8270",8270,"mockery","disgust"
"8271",8271,"mockery","negative"
"8272",8272,"mocking","anger"
"8273",8273,"mocking","disgust"
"8274",8274,"mocking","negative"
"8275",8275,"mocking","sadness"
"8276",8276,"model","positive"
"8277",8277,"moderate","positive"
"8278",8278,"moderator","positive"
"8279",8279,"moderator","trust"
"8280",8280,"modest","positive"
"8281",8281,"modest","trust"
"8282",8282,"modesty","positive"
"8283",8283,"modify","surprise"
"8284",8284,"molestation","anger"
"8285",8285,"molestation","disgust"
"8286",8286,"molestation","fear"
"8287",8287,"molestation","negative"
"8288",8288,"molestation","sadness"
"8289",8289,"momentum","anticipation"
"8290",8290,"momentum","positive"
"8291",8291,"monetary","anticipation"
"8292",8292,"monetary","positive"
"8293",8293,"money","anger"
"8294",8294,"money","anticipation"
"8295",8295,"money","joy"
"8296",8296,"money","positive"
"8297",8297,"money","surprise"
"8298",8298,"money","trust"
"8299",8299,"monk","positive"
"8300",8300,"monk","trust"
"8301",8301,"monochrome","disgust"
"8302",8302,"monochrome","negative"
"8303",8303,"monogamy","trust"
"8304",8304,"monopolist","negative"
"8305",8305,"monsoon","negative"
"8306",8306,"monsoon","sadness"
"8307",8307,"monster","fear"
"8308",8308,"monster","negative"
"8309",8309,"monstrosity","anger"
"8310",8310,"monstrosity","disgust"
"8311",8311,"monstrosity","fear"
"8312",8312,"monstrosity","negative"
"8313",8313,"monstrosity","surprise"
"8314",8314,"monument","positive"
"8315",8315,"moody","anger"
"8316",8316,"moody","negative"
"8317",8317,"moody","sadness"
"8318",8318,"moorings","trust"
"8319",8319,"moot","negative"
"8320",8320,"moral","anger"
"8321",8321,"moral","positive"
"8322",8322,"moral","trust"
"8323",8323,"morality","positive"
"8324",8324,"morality","trust"
"8325",8325,"morals","anger"
"8326",8326,"morals","anticipation"
"8327",8327,"morals","disgust"
"8328",8328,"morals","joy"
"8329",8329,"morals","positive"
"8330",8330,"morals","surprise"
"8331",8331,"morals","trust"
"8332",8332,"morbid","negative"
"8333",8333,"morbid","sadness"
"8334",8334,"morbidity","anger"
"8335",8335,"morbidity","disgust"
"8336",8336,"morbidity","fear"
"8337",8337,"morbidity","negative"
"8338",8338,"morbidity","sadness"
"8339",8339,"morgue","disgust"
"8340",8340,"morgue","fear"
"8341",8341,"morgue","negative"
"8342",8342,"morgue","sadness"
"8343",8343,"moribund","negative"
"8344",8344,"moribund","sadness"
"8345",8345,"morn","anticipation"
"8346",8346,"moron","negative"
"8347",8347,"moronic","negative"
"8348",8348,"morrow","anticipation"
"8349",8349,"morsel","negative"
"8350",8350,"mortal","negative"
"8351",8351,"mortality","anger"
"8352",8352,"mortality","fear"
"8353",8353,"mortality","negative"
"8354",8354,"mortality","sadness"
"8355",8355,"mortar","positive"
"8356",8356,"mortgage","fear"
"8357",8357,"mortgagee","trust"
"8358",8358,"mortgagor","fear"
"8359",8359,"mortification","anticipation"
"8360",8360,"mortification","disgust"
"8361",8361,"mortification","fear"
"8362",8362,"mortification","negative"
"8363",8363,"mortification","sadness"
"8364",8364,"mortuary","fear"
"8365",8365,"mortuary","negative"
"8366",8366,"mortuary","sadness"
"8367",8367,"mosque","anger"
"8368",8368,"mosquito","anger"
"8369",8369,"mosquito","disgust"
"8370",8370,"mosquito","negative"
"8371",8371,"mother","anticipation"
"8372",8372,"mother","joy"
"8373",8373,"mother","negative"
"8374",8374,"mother","positive"
"8375",8375,"mother","sadness"
"8376",8376,"mother","trust"
"8377",8377,"motherhood","joy"
"8378",8378,"motherhood","positive"
"8379",8379,"motherhood","trust"
"8380",8380,"motion","anticipation"
"8381",8381,"motive","positive"
"8382",8382,"mountain","anticipation"
"8383",8383,"mourn","negative"
"8384",8384,"mourn","sadness"
"8385",8385,"mournful","anger"
"8386",8386,"mournful","fear"
"8387",8387,"mournful","negative"
"8388",8388,"mournful","sadness"
"8389",8389,"mourning","negative"
"8390",8390,"mourning","sadness"
"8391",8391,"mouth","surprise"
"8392",8392,"mouthful","disgust"
"8393",8393,"movable","positive"
"8394",8394,"mover","positive"
"8395",8395,"muck","disgust"
"8396",8396,"muck","negative"
"8397",8397,"mucous","disgust"
"8398",8398,"mucus","disgust"
"8399",8399,"mud","negative"
"8400",8400,"muddle","negative"
"8401",8401,"muddled","negative"
"8402",8402,"muddy","disgust"
"8403",8403,"muddy","negative"
"8404",8404,"muff","anger"
"8405",8405,"muff","disgust"
"8406",8406,"muff","negative"
"8407",8407,"mug","anger"
"8408",8408,"mug","fear"
"8409",8409,"mug","negative"
"8410",8410,"mug","positive"
"8411",8411,"mug","sadness"
"8412",8412,"mule","anger"
"8413",8413,"mule","negative"
"8414",8414,"mule","trust"
"8415",8415,"mum","fear"
"8416",8416,"mum","negative"
"8417",8417,"mumble","negative"
"8418",8418,"mumps","negative"
"8419",8419,"murder","anger"
"8420",8420,"murder","disgust"
"8421",8421,"murder","fear"
"8422",8422,"murder","negative"
"8423",8423,"murder","sadness"
"8424",8424,"murder","surprise"
"8425",8425,"murderer","anger"
"8426",8426,"murderer","disgust"
"8427",8427,"murderer","fear"
"8428",8428,"murderer","negative"
"8429",8429,"murderer","sadness"
"8430",8430,"murderous","anger"
"8431",8431,"murderous","disgust"
"8432",8432,"murderous","fear"
"8433",8433,"murderous","negative"
"8434",8434,"murderous","sadness"
"8435",8435,"murderous","surprise"
"8436",8436,"murky","disgust"
"8437",8437,"murky","negative"
"8438",8438,"murky","sadness"
"8439",8439,"muscular","positive"
"8440",8440,"music","joy"
"8441",8441,"music","positive"
"8442",8442,"music","sadness"
"8443",8443,"musical","anger"
"8444",8444,"musical","anticipation"
"8445",8445,"musical","joy"
"8446",8446,"musical","positive"
"8447",8447,"musical","sadness"
"8448",8448,"musical","surprise"
"8449",8449,"musical","trust"
"8450",8450,"musket","fear"
"8451",8451,"muss","negative"
"8452",8452,"musty","disgust"
"8453",8453,"musty","negative"
"8454",8454,"mutable","anticipation"
"8455",8455,"mutable","positive"
"8456",8456,"mutant","negative"
"8457",8457,"mutilated","disgust"
"8458",8458,"mutilated","negative"
"8459",8459,"mutilation","anger"
"8460",8460,"mutilation","disgust"
"8461",8461,"mutilation","fear"
"8462",8462,"mutilation","negative"
"8463",8463,"mutilation","sadness"
"8464",8464,"mutiny","anger"
"8465",8465,"mutiny","disgust"
"8466",8466,"mutiny","fear"
"8467",8467,"mutiny","negative"
"8468",8468,"mutiny","surprise"
"8469",8469,"mutter","anger"
"8470",8470,"mutter","negative"
"8471",8471,"mutual","positive"
"8472",8472,"muzzle","fear"
"8473",8473,"muzzle","negative"
"8474",8474,"myopia","anger"
"8475",8475,"myopia","negative"
"8476",8476,"myopia","sadness"
"8477",8477,"mysterious","anticipation"
"8478",8478,"mysterious","fear"
"8479",8479,"mysterious","surprise"
"8480",8480,"mystery","anticipation"
"8481",8481,"mystery","surprise"
"8482",8482,"mystic","surprise"
"8483",8483,"nab","negative"
"8484",8484,"nab","surprise"
"8485",8485,"nadir","negative"
"8486",8486,"nag","anger"
"8487",8487,"nag","negative"
"8488",8488,"naive","negative"
"8489",8489,"nameless","disgust"
"8490",8490,"nameless","negative"
"8491",8491,"nap","joy"
"8492",8492,"nap","positive"
